Country Name,Legislation and sources,度量名称,度量值,纬度(生成),经度(生成)
Bolivia,"People can be held criminally responsible from the age of 16 [Penal Code, Article 5], but can be subject to socio-educative measures from the age of 12, including those amounting to deprivation of liberty. [Childhood and Adolescence Code, Articles 222 and 223]",Minimum age of criminal responsibility,12,-16.71,-65.183
Bhutan,"No child below the age of 10 may be held criminally liable for a criminal offence. [Penal Code 2004, Article 114.]",记录数,1,27.4763,90.3406
Bhutan,"No child below the age of 10 may be held criminally liable for a criminal offence. [Penal Code 2004, Article 114.]",Minimum age of criminal responsibility,10,27.4763,90.3406
Benin,"No child under the age of 13 can be convicted of a criminal offence, though guardianship or education measures may be taken against younger children [Ordonnance No 69-23 PR/MJL du 10 juillet 1969 relative au jugement des infractions commises par des mineurs de dix huit ans, Article 23.].",记录数,1,10.478,2.274
Benin,"No child under the age of 13 can be convicted of a criminal offence, though guardianship or education measures may be taken against younger children [Ordonnance No 69-23 PR/MJL du 10 juillet 1969 relative au jugement des infractions commises par des mineurs de dix huit ans, Article 23.].",Minimum age of criminal responsibility,13,10.478,2.274
Belize,"No one can be held criminally responsible for anything done while under the age of nine. A child older than nine but younger than 12 can only be held criminally responsible where he or she has “attained sufficient maturity of understanding to judge of the nature and consequences of [his or her] conduct in the matter in respect of which [he or she] is accused.” [Criminal Code, Section 25(1) and (2)]",记录数,1,17.108,-88.744
Belize,"No one can be held criminally responsible for anything done while under the age of nine. A child older than nine but younger than 12 can only be held criminally responsible where he or she has “attained sufficient maturity of understanding to judge of the nature and consequences of [his or her] conduct in the matter in respect of which [he or she] is accused.” [Criminal Code, Section 25(1) and (2)]",Minimum age of criminal responsibility,9,17.108,-88.744
Belgium,"Children can be held criminally liable from the age of 12. [Loi relative à la protection de la jeunesse, à la prise en charge des mineurs ayant commis un fait qualifé infraction et à la réparation du dommage causé par ce fait, as per Cipriani, p. 191]",记录数,1,50.6745,4.4588
Belgium,"Children can be held criminally liable from the age of 12. [Loi relative à la protection de la jeunesse, à la prise en charge des mineurs ayant commis un fait qualifé infraction et à la réparation du dommage causé par ce fait, as per Cipriani, p. 191]",Minimum age of criminal responsibility,12,50.6745,4.4588
Belarus,"Children can be held criminally responsible for all offences from the age of 16 and for a large number of specifically named offences from the age of 14. Though offences for which a lower minimum age of criminal responsibility applies are generally violent in nature, offences such as hooliganism and theft are also included. [Penal Code, Article 27]",记录数,1,53.3292,27.9492
Belarus,"Children can be held criminally responsible for all offences from the age of 16 and for a large number of specifically named offences from the age of 14. Though offences for which a lower minimum age of criminal responsibility applies are generally violent in nature, offences such as hooliganism and theft are also included. [Penal Code, Article 27]",Minimum age of criminal responsibility,14,53.3292,27.9492
Barbados,"No offence is punishable when committed by a child unless the court is of the opinion that the child is older than 11 and has “sufficient capacity to commit crime.” [Juvenile Offenders Act, sections 7 to 9]",记录数,1,13.1898,-59.559
Barbados,"No offence is punishable when committed by a child unless the court is of the opinion that the child is older than 11 and has “sufficient capacity to commit crime.” [Juvenile Offenders Act, sections 7 to 9]",Minimum age of criminal responsibility,11,13.1898,-59.559
Bangladesh,"No person can be held criminally responsible for an offence allegedly committed while they were under the age of 9. [Penal Code, Section 83]",记录数,1,24.598,90.1963
Bangladesh,"No person can be held criminally responsible for an offence allegedly committed while they were under the age of 9. [Penal Code, Section 83]",Minimum age of criminal responsibility,9,24.598,90.1963
Bahrain,"The Penal Code provides that no person who was younger than 15 at the time an alleged offence was committed may be held liable under the Code, but must be subject to the Juveniles Law. In effect, 15 is the age of criminal majority, the age at which children can be tried under the criminal justice system that applies to adults. Children older than 15 can be subject to the penalties under the Penal Code. [Penal Code, article 32].",记录数,1,26.025,50.5534
Bahrain,"The Penal Code provides that no person who was younger than 15 at the time an alleged offence was committed may be held liable under the Code, but must be subject to the Juveniles Law. In effect, 15 is the age of criminal majority, the age at which children can be tried under the criminal justice system that applies to adults. Children older than 15 can be subject to the penalties under the Penal Code. [Penal Code, article 32].",Minimum age of criminal responsibility,7,26.025,50.5534
Bahamas,"Children under the age of 10 cannot be held criminally responsible for any act and a child under the age of 12 can only be held criminally responsible where he or she has “attained sufficient maturity of understanding to judge the nature and consequences of [his or her] conduct in the matter in respect of which [he or she] is accused. [Penal Code, Section 91(1) and (2)]",记录数,1,24.7032,-78.0455
Bahamas,"Children under the age of 10 cannot be held criminally responsible for any act and a child under the age of 12 can only be held criminally responsible where he or she has “attained sufficient maturity of understanding to judge the nature and consequences of [his or her] conduct in the matter in respect of which [he or she] is accused. [Penal Code, Section 91(1) and (2)]",Minimum age of criminal responsibility,10,24.7032,-78.0455
Azerbaijan,"Children aged 16 years or older may be held criminally liable for all crimes and children aged 14 years or older may be held criminally responsible for certain named offences. Administrative Commissions may consider the cases of all children younger than 14 years of age and impose disciplinary measures including detention within “special correctional schools”. [Criminal Code, Article 20(1) and (2) and Cipriani, Criminal Liability and the Minimum Age of Criminal Responsibility: A Global Perspective, 2009, p. 98]",记录数,1,40.46,47.883
Azerbaijan,"Children aged 16 years or older may be held criminally liable for all crimes and children aged 14 years or older may be held criminally responsible for certain named offences. Administrative Commissions may consider the cases of all children younger than 14 years of age and impose disciplinary measures including detention within “special correctional schools”. [Criminal Code, Article 20(1) and (2) and Cipriani, Criminal Liability and the Minimum Age of Criminal Responsibility: A Global Perspective, 2009, p. 98]",Minimum age of criminal responsibility,14,40.46,47.883
Austria,"No person who was under the age of 14 at the time he or she committed an offence can be subject to punishment. A person aged 14 or 15 cannot be subject to criminal penalties where his or her misconduct is not “serious” and where the application of juvenile justice is not necessary to prevent young people from criminal acts. [Jugendgerichtsgesetz (Youth Court Act), Sections 1(1)-(2) and 4(2)]",记录数,1,47.65,14.705
Austria,"No person who was under the age of 14 at the time he or she committed an offence can be subject to punishment. A person aged 14 or 15 cannot be subject to criminal penalties where his or her misconduct is not “serious” and where the application of juvenile justice is not necessary to prevent young people from criminal acts. [Jugendgerichtsgesetz (Youth Court Act), Sections 1(1)-(2) and 4(2)]",Minimum age of criminal responsibility,14,47.65,14.705
Australia," Commonwealth. 

A child under the age of 10 cannot be held criminally liable for an offence against the law of the Commonwealth. A child older than 10 but younger than 14 can only be held criminally responsible if “the child knows that his or her conduct is wrong”, the burden of proof for which is on the prosecution. [Crimes Act 1914, Section 4M; Criminal Code Act 1995, Division 7.1]
Australian Capital Territory.

No person can be held criminally responsible for an offence allegedly committed while under the age of 10. A child aged older than 10 but younger than 14 can only be held criminally responsible where the prosecution can demonstrate that the child knows the relevant conduct is wrong. [Criminal Code, Sections 25 and 26]
New South Wales.

No child under the age of 10 can be held criminally responsible for an offence. Courts have discretion as to whether to hold children aged 10 to 14 criminally responsible. [Children (Criminal Proceedings) Act 1987, Section 5; Australian Institute of Criminology “The Age of Criminal Responsibility”, common law doli incapax].
Northern Territory.

No person can be held criminally responsible for an act, omission or event allegedly committed while he or she was under the age of 10. A person under the age of 14 is excused of criminal responsibility for an act, omission or event unless it is proved that at the time he or she had capacity to know that he or she ought not to do the act, make the omission or cause the event. [Criminal Code Act, Section 38(1) and (2)]
Queensland.

A child under the age of 10 cannot be held criminally responsible for any act or omission. A person older than 10 but younger than 14 can only be held criminally responsible for an act or omission if he or she had capacity to know that he or she ought not to do the act or make the omission. [Queensland Criminal Code, Section 29(1) and (2)]
South Australia.

A child under the age of 10 is considered incapable of committing a criminal offence. The court has discretion as to whether to hold children aged 10 to 14 criminally responsible. [Young Offenders Act 1993, Section 5; Australian Institute of Criminology, “The Age of Criminal Responsibility”, common law doli incapax]
Tasmania.

No child can be held criminally responsible for an act taken or omission made while under the age of 10. No child older than 10, but younger than 14 can be held criminally responsible unless it is proved that he or she had sufficient capacity to know that the act or omission was one that he or she ought not to do or make. [Criminal Code Act, Section 18(1) and (2)]
Victoria.

A child under the age of 10 is considered incapable of committing a criminal offence. The court has discretion as to whether to hold children aged 10 to 14 criminally responsible. [Children, Youth and Families Act 2005, Section 344; Australian Institute of Criminology, “The Age of Criminal Responsibility”, common law doli incapax]
Western Australia.

A person under the age of 10 cannot be held criminally liable for any act or omission. A person aged 10 to 14 cannot be held criminally responsible for an act or omission unless it is proved at the time of the act or making the omission, he or she had capacity to know that he or she ought not to do the act or make the omission. [Criminal Code Act Compilation Act 1913, Section 29]",记录数,1,-24.578,133.582
Australia," Commonwealth. 

A child under the age of 10 cannot be held criminally liable for an offence against the law of the Commonwealth. A child older than 10 but younger than 14 can only be held criminally responsible if “the child knows that his or her conduct is wrong”, the burden of proof for which is on the prosecution. [Crimes Act 1914, Section 4M; Criminal Code Act 1995, Division 7.1]
Australian Capital Territory.

No person can be held criminally responsible for an offence allegedly committed while under the age of 10. A child aged older than 10 but younger than 14 can only be held criminally responsible where the prosecution can demonstrate that the child knows the relevant conduct is wrong. [Criminal Code, Sections 25 and 26]
New South Wales.

No child under the age of 10 can be held criminally responsible for an offence. Courts have discretion as to whether to hold children aged 10 to 14 criminally responsible. [Children (Criminal Proceedings) Act 1987, Section 5; Australian Institute of Criminology “The Age of Criminal Responsibility”, common law doli incapax].
Northern Territory.

No person can be held criminally responsible for an act, omission or event allegedly committed while he or she was under the age of 10. A person under the age of 14 is excused of criminal responsibility for an act, omission or event unless it is proved that at the time he or she had capacity to know that he or she ought not to do the act, make the omission or cause the event. [Criminal Code Act, Section 38(1) and (2)]
Queensland.

A child under the age of 10 cannot be held criminally responsible for any act or omission. A person older than 10 but younger than 14 can only be held criminally responsible for an act or omission if he or she had capacity to know that he or she ought not to do the act or make the omission. [Queensland Criminal Code, Section 29(1) and (2)]
South Australia.

A child under the age of 10 is considered incapable of committing a criminal offence. The court has discretion as to whether to hold children aged 10 to 14 criminally responsible. [Young Offenders Act 1993, Section 5; Australian Institute of Criminology, “The Age of Criminal Responsibility”, common law doli incapax]
Tasmania.

No child can be held criminally responsible for an act taken or omission made while under the age of 10. No child older than 10, but younger than 14 can be held criminally responsible unless it is proved that he or she had sufficient capacity to know that the act or omission was one that he or she ought not to do or make. [Criminal Code Act, Section 18(1) and (2)]
Victoria.

A child under the age of 10 is considered incapable of committing a criminal offence. The court has discretion as to whether to hold children aged 10 to 14 criminally responsible. [Children, Youth and Families Act 2005, Section 344; Australian Institute of Criminology, “The Age of Criminal Responsibility”, common law doli incapax]
Western Australia.

A person under the age of 10 cannot be held criminally liable for any act or omission. A person aged 10 to 14 cannot be held criminally responsible for an act or omission unless it is proved at the time of the act or making the omission, he or she had capacity to know that he or she ought not to do the act or make the omission. [Criminal Code Act Compilation Act 1913, Section 29]",Minimum age of criminal responsibility,10,-24.578,133.582
Armenia,"Persons aged 16 years or older may be held criminally liable for all crimes and children aged 14 years or older may be held criminally liable for certain named offences. [Criminal Code, Article 24(1) and (2)]",记录数,1,40.56,44.449
Armenia,"Persons aged 16 years or older may be held criminally liable for all crimes and children aged 14 years or older may be held criminally liable for certain named offences. [Criminal Code, Article 24(1) and (2)]",Minimum age of criminal responsibility,14,40.56,44.449
Argentina,"No person can be held criminally responsible for anything done while under the age of 16. A child older than 16 but younger than 18 can only be held criminally responsible where the offence is punishable by deprivation of liberty for more than two years. [Ley 22.278, Regimen Penal de la Minoridad]",记录数,1,-33.166,-64.31
Argentina,"No person can be held criminally responsible for anything done while under the age of 16. A child older than 16 but younger than 18 can only be held criminally responsible where the offence is punishable by deprivation of liberty for more than two years. [Ley 22.278, Regimen Penal de la Minoridad]",Minimum age of criminal responsibility,16,-33.166,-64.31
Antigua and Barbuda,"Children can be held criminally responsible from the age of 8. [Juvenile Act, Sections 2 and 3. See also Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited]",记录数,1,17.625,-61.786
Antigua and Barbuda,"Children can be held criminally responsible from the age of 8. [Juvenile Act, Sections 2 and 3. See also Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited]",Minimum age of criminal responsibility,8,17.625,-61.786
Angola,"No person can be held criminally responsible for an offence allegedly committed while under the age of 14 [Penal Code, Article 17(1)]. The minimum age was lowered from 16 when the Penal Code 2006 came into force despite criticism from the UN Committee on the Rights of the Child. [UN Committee on the Rights of the Child, Concluding observations on Angola's combined second, third and fourth periodic reports, CRC/C/AGO/CO/2-4, 19 October 2010, paras. 73 and 74.]",记录数,1,-12.836,17.808
Angola,"No person can be held criminally responsible for an offence allegedly committed while under the age of 14 [Penal Code, Article 17(1)]. The minimum age was lowered from 16 when the Penal Code 2006 came into force despite criticism from the UN Committee on the Rights of the Child. [UN Committee on the Rights of the Child, Concluding observations on Angola's combined second, third and fourth periodic reports, CRC/C/AGO/CO/2-4, 19 October 2010, paras. 73 and 74.]",Minimum age of criminal responsibility,16,-12.836,17.808
Andorra,"No person can be held liable for a criminal offence committed while they were under the age of 12. [Qualified Law on Juvenile Justice 1999, Article 3]",记录数,1,42.5425,1.5893
Andorra,"No person can be held liable for a criminal offence committed while they were under the age of 12. [Qualified Law on Juvenile Justice 1999, Article 3]",Minimum age of criminal responsibility,12,42.5425,1.5893
Algeria,"Children under the age of 13 can only be sentenced to protection and education measures. [Penal Code, Article 49]. However, the measures applicable to children under the age of 13 include those that amount to deprivation of liberty for children as young as 8 in re-education centres administered by the Ministry of Justice. [Summary record of 1057th meeting of the UN Committee on the Rights of the Child, 14 September 2005, CRC/C/SR.1057, 31 July 2013, para. 91]",记录数,1,28.6045,2.64
Algeria,"Children under the age of 13 can only be sentenced to protection and education measures. [Penal Code, Article 49]. However, the measures applicable to children under the age of 13 include those that amount to deprivation of liberty for children as young as 8 in re-education centres administered by the Ministry of Justice. [Summary record of 1057th meeting of the UN Committee on the Rights of the Child, 14 September 2005, CRC/C/SR.1057, 31 July 2013, para. 91]",Minimum age of criminal responsibility,13,28.6045,2.64
Albania,"No person who is younger than 14 at the time he or she commits a criminal offence can be held “criminally responsible” for that offence. This age limit applies to more serious offences under the Criminal Code, those designated “crimes”. Children can be held responsible for “criminal contraventions” from the age of 16. Criminal contraventions are less serious offences designated as such under the Criminal Code. [Criminal Code, Article 12]",记录数,1,40.654,20.076
Albania,"No person who is younger than 14 at the time he or she commits a criminal offence can be held “criminally responsible” for that offence. This age limit applies to more serious offences under the Criminal Code, those designated “crimes”. Children can be held responsible for “criminal contraventions” from the age of 16. Criminal contraventions are less serious offences designated as such under the Criminal Code. [Criminal Code, Article 12]",Minimum age of criminal responsibility,14,40.654,20.076
Afghanistan,"No child under the age of 12 can be held criminally responsible [Juvenile Code, Article 5(1)]. However, during its review of Afghanistan in 2011, the Committee on the Rights of the Child criticised the State for detaining children under the age of criminal responsibility in Juvenile Rehabilitation Centres. [UN Committee on the Rights of the Child, Concluding observations on Afghanistan's initial state report, CRC/C/AFG/CO/1, 8 April 2011, paras. 74 and 75]",记录数,1,34.023,65.5267
Afghanistan,"No child under the age of 12 can be held criminally responsible [Juvenile Code, Article 5(1)]. However, during its review of Afghanistan in 2011, the Committee on the Rights of the Child criticised the State for detaining children under the age of criminal responsibility in Juvenile Rehabilitation Centres. [UN Committee on the Rights of the Child, Concluding observations on Afghanistan's initial state report, CRC/C/AFG/CO/1, 8 April 2011, paras. 74 and 75]",Minimum age of criminal responsibility,12,34.023,65.5267
